date,admin2,market,latitude,longitude,commodity,unit,currency,price
2012-05-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,25
2012-05-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,26
2012-06-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,27
2012-06-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,27
2012-07-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,28
2012-07-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,27
2012-08-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,30.4
2012-08-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,28.8
2012-09-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,32
2012-09-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,28.8
2012-10-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,32
2012-10-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,32
2012-11-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,34.4
2012-11-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,32.6
2012-12-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,33
2012-12-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,32
2013-01-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,35
2013-01-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,32.6
2013-02-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,35
2013-02-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,32.6
2013-03-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2013-03-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,33
2013-04-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2013-04-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,33
2013-05-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2013-05-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,33
2013-06-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2013-06-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,33
2013-07-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2013-07-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,33
2013-08-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,39
2013-08-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2013-09-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,39
2013-09-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2013-10-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2013-10-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,35
2013-11-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,35
2013-11-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,33
2013-12-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,34
2013-12-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2014-02-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,36.5
2014-02-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,33.6
2014-03-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,37
2014-03-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,35
2014-04-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,35
2014-04-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,35
2014-05-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,37
2014-05-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,35
2014-06-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40.2
2014-06-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,35.4
2014-07-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,37
2014-07-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,35
2014-08-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,37
2014-08-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,37
2014-09-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,42
2014-09-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,50
2014-10-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,47
2014-10-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,37
2014-11-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,37
2014-11-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,33
2014-12-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,37
2014-12-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,38
2015-01-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,35
2015-01-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,36.5
2015-02-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,35
2015-02-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,42
2015-03-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,36.7
2015-03-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,42
2015-04-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,42
2015-04-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,38
2015-05-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,42
2015-05-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,38
2015-06-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,38
2015-06-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,38
2015-07-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,42
2015-07-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,36
2015-08-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,41.8
2015-08-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,36.2
2015-09-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,42
2015-09-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,36.6
2015-10-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,41.8
2015-10-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,36.2
2015-11-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,42
2015-11-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.2
2015-12-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,38.4
2015-12-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,37.2
2016-01-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,43
2016-01-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,35.6
2016-02-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,43
2016-02-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,36.6
2016-03-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,43
2016-03-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,36.5
2016-04-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,43
2016-04-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.2
2016-05-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,43
2016-05-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.2
2016-06-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,41.2
2016-06-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.2
2016-07-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,41.4
2016-07-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.2
2016-08-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,41.4
2016-08-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.6
2016-09-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,41.4
2016-09-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40.8
2016-10-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,42
2016-10-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.6
2016-11-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2016-11-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.6
2016-12-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40.8
2016-12-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40.8
2017-01-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40.8
2017-01-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40.8
2017-02-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2017-02-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40.8
2017-03-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2017-03-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40.8
2017-04-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,38.8
2017-04-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,39.2
2018-04-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,45
2018-04-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2018-05-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,45
2018-05-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2018-06-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2018-06-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2018-07-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2018-07-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2018-08-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2018-08-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2018-09-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2018-09-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2018-10-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,38
2018-10-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2018-11-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,38
2018-11-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2018-12-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,35
2018-12-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2019-01-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,38
2019-01-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2019-02-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,38
2019-02-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2019-03-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,38
2019-03-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,34
2019-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,30
2019-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,110
2019-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-04-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-04-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2019-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,30
2019-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,110
2019-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-05-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-05-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2019-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,30
2019-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,110
2019-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-06-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-06-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2019-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,40
2019-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,110
2019-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-07-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-07-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2019-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,50
2019-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2019-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-08-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-08-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2019-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,50
2019-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2019-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-09-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-09-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2019-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,50
2019-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2019-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-10-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-10-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2019-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,50
2019-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2019-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-11-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-11-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2019-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,50
2019-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2019-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2019-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2019-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2019-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2019-12-15,KAILALI,Kailali,28.566667,80.783333,Rice (coarse),KG,NPR,40
2019-12-15,KAILALI,Kailali,28.566667,80.783333,Wheat flour,KG,NPR,40
2020-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,50
2020-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2020-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2020-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2020-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2020-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2020-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,50
2020-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2020-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2020-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2020-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2020-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2020-03-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,50
2020-03-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2020-03-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,60
2020-03-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,40
2020-03-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2020-03-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,110
2020-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,46.25
2020-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2020-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,54.43
2020-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,42.83
2020-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,113
2020-04-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,112.14
2020-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,55
2020-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,41.75
2020-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,52
2020-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,53
2020-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,122.5
2020-05-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,126.25
2020-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,60
2020-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,50
2020-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,52
2020-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,110
2020-06-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,120
2020-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,55
2020-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,45
2020-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,50
2020-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,46
2020-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2020-07-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,130
2020-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,70
2020-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,39
2020-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,47
2020-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,44
2020-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,108
2020-08-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,115
2020-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,70
2020-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,42
2020-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,50
2020-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,46
2020-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,122
2020-09-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,127
2020-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,73
2020-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,40
2020-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,48
2020-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,46
2020-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,113
2020-10-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,125
2020-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,80
2020-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,43
2020-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,52
2020-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,53
2020-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2020-11-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,130
2020-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,80
2020-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,43
2020-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,52
2020-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,53
2020-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2020-12-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,130
2021-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,40
2021-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,45
2021-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,67
2021-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,48
2021-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Chickpeas,KG,NPR,120
2021-01-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Lentils (broken),KG,NPR,140
2021-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Potatoes (red),KG,NPR,40
2021-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (coarse),KG,NPR,45
2021-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Rice (medium grain),KG,NPR,65
2021-02-15,KAILALI,Dhangadhi,28.69304721,80.65638574,Wheat flour,KG,NPR,48
